name,category,unit_of_measure,unit_cost,item_type,product_url,last_verified_at,notes,cost_code,is_favorite
Copper pipe type M 1/2 in. x 10 ft,plumbing,each,29.96,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Pipe-Copper-Pipe/Type-M/10-ft/N-5yc1vZ1z18i44Z1z116t7Z1z1b3z6,2026-09-23,$3.00/ft. $23.97 at 10+.,,false
Copper pipe type M 1 in. x 10 ft,plumbing,each,73.27,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Pipe-Copper-Pipe/Type-M/10-ft/N-5yc1vZ1z18i44Z1z116t7Z1z1b3z6,2026-09-23,$7.33/ft.,,false
"PEX 1/2 in. 90-deg elbow, push-to-connect",plumbing,each,7.85,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Fittings-PEX-Fittings/SharkBite/1-2/N-5yc1vZ1z18i38Z4n3Z1z0u2lv,2026-09-23,"PUSH-TO-CONNECT, not crimp. Approx 4x the crimp equivalent - do not substitute into a crimp takeoff.",,false
"PEX 1/2 in. tee, push-to-connect",plumbing,each,10.76,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Fittings-PEX-Fittings/SharkBite/1-2/N-5yc1vZ1z18i38Z4n3Z1z0u2lv,2026-09-23,"PUSH-TO-CONNECT, not crimp.",,false
"PEX 1/2 in. coupling, push-to-connect",plumbing,each,7.11,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Fittings-PEX-Fittings/SharkBite/1-2/N-5yc1vZ1z18i38Z4n3Z1z0u2lv,2026-09-23,"PUSH-TO-CONNECT, not crimp.",,false
"Water heater, 40 gal gas tall, 36k BTU",plumbing,each,629.00,material,https://www.homedepot.com/b/Plumbing-Water-Heaters-Tank-Water-Heaters-Gas-Tank-Water-Heaters/40-gal/N-5yc1vZ2fkoqeoZ1z1t3ok,2026-09-23,Rheem.,,false
"Water heater, 40 gal gas short, 34k BTU",plumbing,each,649.00,material,https://www.homedepot.com/b/Plumbing-Water-Heaters-Tank-Water-Heaters-Gas-Tank-Water-Heaters/40-gal/N-5yc1vZ2fkoqeoZ1z1t3ok,2026-09-23,Rheem.,,false
"Kitchen faucet pull-down, Moen Doherty",plumbing,each,139.00,material,https://www.homedepot.com/b/Kitchen-Kitchen-Faucets-Pull-Down-Kitchen-Faucets/MOEN/N-5yc1vZbdfwZ3zb,2026-09-23,Was $179.00 - promotional price at time of check.,,false
"Kitchen faucet pull-down, Moen Adler",plumbing,each,169.00,material,https://www.homedepot.com/b/Kitchen-Kitchen-Faucets-Pull-Down-Kitchen-Faucets/MOEN/N-5yc1vZbdfwZ3zb,2026-09-23,,,false
"2x8x8, #2 premium SYP",lumber,each,10.25,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x8/N-5yc1vZc3tcZ1z0ywxx,2026-09-23,,,false
"2x8x10, #2 premium SYP",lumber,each,12.82,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x8/N-5yc1vZc3tcZ1z0ywxx,2026-09-23,,,false
"2x8x12, #2 premium SYP",lumber,each,15.38,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x8/N-5yc1vZc3tcZ1z0ywxx,2026-09-23,,,false
"2x8x16, #2 premium SYP",lumber,each,21.12,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x8/N-5yc1vZc3tcZ1z0ywxx,2026-09-23,,,false
"2x8x16, #2 and better SPF",lumber,each,19.98,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x8/N-5yc1vZc3tcZ1z0ywxx,2026-09-23,,,false
"1x4x8 whitewood common board, premium KD",lumber,each,8.98,material,https://www.homedepot.com/b/Lumber-Composites-Boards-Planks-Panels-Appearance-Boards/N-5yc1vZbqmc,2026-09-23,,,false
1x4x8 radiata pine finger-joint primed,lumber,each,10.22,material,https://www.homedepot.com/b/Lumber-Composites-Boards-Planks-Panels-Appearance-Boards/N-5yc1vZbqmc,2026-09-23,,,false
1x6x8 radiata pine finger-joint primed,lumber,each,15.92,material,https://www.homedepot.com/b/Lumber-Composites-Boards-Planks-Panels-Appearance-Boards/N-5yc1vZbqmc,2026-09-23,,,false
"5/4x6x8 pressure treated decking, ground contact",lumber,each,7.58,material,https://www.homedepot.com/b/Lumber-Composites-Decking-Deck-Boards-Wood-Decking-Boards/Pressure-Treated/5-4-in-x-6-in/N-5yc1vZc80mZ1z0n4vtZ1z0n5mi,2026-09-23,,,false
"5/4x6x10 pressure treated decking, ground contact",lumber,each,9.48,material,https://www.homedepot.com/b/Lumber-Composites-Decking-Deck-Boards-Wood-Decking-Boards/Pressure-Treated/5-4-in-x-6-in/N-5yc1vZc80mZ1z0n4vtZ1z0n5mi,2026-09-23,,,false
"5/4x6x12 pressure treated decking, GC premium",lumber,each,15.48,material,https://www.homedepot.com/b/Lumber-Composites-Decking-Deck-Boards-Wood-Decking-Boards/Pressure-Treated/5-4-in-x-6-in/N-5yc1vZc80mZ1z0n4vtZ1z0n5mi,2026-09-23,,,false
"5/4x6x16 pressure treated decking, ground contact",lumber,each,15.18,material,https://www.homedepot.com/b/Lumber-Composites-Decking-Deck-Boards-Wood-Decking-Boards/Pressure-Treated/5-4-in-x-6-in/N-5yc1vZc80mZ1z0n4vtZ1z0n5mi,2026-09-23,,,false
#4 rebar 1/2 in. x 20 ft,concrete,each,14.33,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Rebar-Accessories/N-5yc1vZ2fkp63n,2026-09-23,$12.18 at 50+.,,false
#4 rebar 1/2 in. x 10 ft,concrete,each,8.92,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Rebar-Accessories/N-5yc1vZ2fkp63n,2026-09-23,$7.58 at 50+.,,false
#3 rebar 3/8 in. x 20 ft,concrete,each,8.98,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Rebar-Accessories/N-5yc1vZ2fkp63n,2026-09-23,,,false
#5 rebar 5/8 in. x 20 ft,concrete,each,22.20,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Rebar-Accessories/N-5yc1vZ2fkp63n,2026-09-23,,,false
"PEX 1/2 in. 90-deg elbow, crimp barb brass",plumbing,each,2.75,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Fittings-PEX-Fittings/Crimp-Barb/N-5yc1vZ1z18i38Z1z26mr4,2026-09-23,"CRIMP, not push-to-connect. 10-pack $24.36 ($2.44 ea).",,false
"PEX 1/2 in. tee, crimp barb brass",plumbing,each,3.69,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Fittings-PEX-Fittings/Crimp-Barb/N-5yc1vZ1z18i38Z1z26mr4,2026-09-23,CRIMP. Sold 10-pack at $36.90.,,false
"PEX 1/2 in. 90-deg elbow, crimp barb poly-alloy",plumbing,each,1.28,material,https://www.homedepot.com/b/Plumbing-Pipe-Fittings-Fittings-PEX-Fittings/Crimp-Barb/N-5yc1vZ1z18i38Z1z26mr4,2026-09-23,CRIMP. Sold 5-pack at $6.38.,,false
"Wax ring, standard with bolts",plumbing,each,4.45,material,https://www.homedepot.com/b/Plumbing-Plumbing-Parts-Toilet-Parts-Toilet-Wax-Rings/N-5yc1vZ2fkouc0,2026-09-23,Oatey Johni-Ring.,,false
Wax ring with plastic horn and bolts,plumbing,each,6.40,material,https://www.homedepot.com/b/Plumbing-Plumbing-Parts-Toilet-Parts-Toilet-Wax-Rings/N-5yc1vZ2fkouc0,2026-09-23,Oatey Johni-Ring.,,false
"Wax ring, extra thick (jumbo)",plumbing,each,3.98,material,https://www.homedepot.com/b/Plumbing-Plumbing-Parts-Toilet-Parts-Toilet-Wax-Rings/N-5yc1vZ2fkouc0,2026-09-23,Hercules Johni-Ring Jumbo.,,false
"Wax ring, extra thick reinforced with horn and bolts",plumbing,each,9.99,material,https://www.homedepot.com/b/Plumbing-Plumbing-Parts-Toilet-Parts-Toilet-Wax-Rings/N-5yc1vZ2fkouc0,2026-09-23,,,false
"Wax ring, DANCO Perfect Seal with bolts",plumbing,each,10.98,material,https://www.homedepot.com/b/Plumbing-Plumbing-Parts-Toilet-Parts-Toilet-Wax-Rings/N-5yc1vZ2fkouc0,2026-09-23,,,false
PTFE/Teflon tape 1/2 in. x 260 in.,plumbing,each,0.98,material,https://www.homedepot.com/b/Plumbing-Plumbing-Accessories-Pipe-Sealants/Plumbers-Tape/N-5yc1vZ2fkp8enZ1z239qs,2026-09-23,Per roll.,,false
PTFE/Teflon tape 1/2 in. x 260 in. (5-pack),plumbing,box,2.36,material,https://www.homedepot.com/b/Plumbing-Plumbing-Accessories-Pipe-Sealants/Plumbers-Tape/N-5yc1vZ2fkp8enZ1z239qs,2026-09-23,5 rolls.,,false
"PTFE tape, Blue Monster 1/2 in. x 1429 in.",plumbing,each,3.96,material,https://www.homedepot.com/b/Plumbing-Plumbing-Accessories-Pipe-Sealants/Plumbers-Tape/N-5yc1vZ2fkp8enZ1z239qs,2026-09-23,Per roll.,,false
"Bathroom faucet, 4 in. centerset chrome, Constructor",plumbing,each,26.98,material,https://www.homedepot.com/b/Bath-Bathroom-Faucets-Bathroom-Sink-Faucets-Centerset-Bathroom-Faucets/Glacier-Bay/N-5yc1vZbrhkZn7,2026-09-23,Glacier Bay. $24.28 at 3+.,,false
"Bathroom faucet, 4 in. centerset chrome, Builders",plumbing,each,34.98,material,https://www.homedepot.com/b/Bath-Bathroom-Faucets-Bathroom-Sink-Faucets-Centerset-Bathroom-Faucets/Glacier-Bay/N-5yc1vZbrhkZn7,2026-09-23,Glacier Bay. $31.48 at 3+.,,false
"Bathroom faucet, 4 in. centerset brushed nickel, Builders",plumbing,each,39.98,material,https://www.homedepot.com/b/Bath-Bathroom-Faucets-Bathroom-Sink-Faucets-Centerset-Bathroom-Faucets/Glacier-Bay/N-5yc1vZbrhkZn7,2026-09-23,Glacier Bay. $35.98 at 3+.,,false
Romex NM-B 10/2 with ground,electrical,linear_ft,1.23,material,https://www.homedepot.com/b/Electrical-Wire/250-ft/10-2/N-5yc1vZbm7vZ1z1ugztZ1z1uhig,2026-09-23,250 ft roll at $308.00.,,false
UF-B 10/2 direct burial,electrical,linear_ft,1.49,material,https://www.homedepot.com/b/Electrical-Wire/250-ft/10-2/N-5yc1vZbm7vZ1z1ugztZ1z1uhig,2026-09-23,250 ft roll at $373.00.,,false
New-work box 1-gang 20 cu in PVC,electrical,each,0.96,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Boxes-Brackets/New-Work/N-5yc1vZbohnZ1z23bd9,2026-09-23,,,false
New-work box 1-gang 18 cu in PVC,electrical,each,0.92,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Boxes-Brackets/New-Work/N-5yc1vZbohnZ1z23bd9,2026-09-23,Case of 100 at $73.87 (74 cents each).,,false
New-work box 1-gang 22 cu in PVC,electrical,each,1.10,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Boxes-Brackets/New-Work/N-5yc1vZbohnZ1z23bd9,2026-09-23,,,false
New-work box 2-gang 32 cu in PVC,electrical,each,2.24,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Boxes-Brackets/New-Work/N-5yc1vZbohnZ1z23bd9,2026-09-23,,,false
Fan-rated ceiling box with captive nails,electrical,each,7.98,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Boxes-Brackets/New-Work/N-5yc1vZbohnZ1z23bd9,2026-09-23,,,false
"Hollow core door slab 30 in. x 80 in., 6-panel textured",finishes,each,67.00,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Slab-Doors/Hollow-Core/N-5yc1vZc5ieZ1z18cn7,2026-09-23,,,false
"Hollow core door slab 30 in. x 80 in., 6-panel with bore",finishes,each,72.00,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Slab-Doors/Hollow-Core/N-5yc1vZc5ieZ1z18cn7,2026-09-23,,,false
"Hollow core door slab 32 in. x 80 in., 6-panel textured",finishes,each,71.00,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Slab-Doors/Hollow-Core/N-5yc1vZc5ieZ1z18cn7,2026-09-23,,,false
"Hollow core door slab 32 in. x 80 in., 6-panel with bore",finishes,each,76.00,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Slab-Doors/Hollow-Core/N-5yc1vZc5ieZ1z18cn7,2026-09-23,,,false
"Hollow core door slab 30 in. x 80 in., primed smooth flush",finishes,each,72.00,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Slab-Doors/Hollow-Core/N-5yc1vZc5ieZ1z18cn7,2026-09-23,,,false
"Door casing WM356 primed pine, 11/16 x 2-1/4",finishes,linear_ft,1.18,material,https://www.homedepot.com/b/Building-Materials-Moulding-Millwork-Moulding/Primed/Pine/Casing/N-5yc1vZara1Z1z0sfkyZ1z135qsZ1z18u9y,2026-09-23,Sold in 7 LF (84 in.) pieces at $8.28. Pro Pack 5-piece/35 LF at $28.98 = 83 cents/LF.,,false
Door casing WM366 primed,finishes,linear_ft,1.14,material,https://www.homedepot.com/b/Building-Materials-Moulding-Millwork-Moulding/Primed/Pine/Casing/N-5yc1vZara1Z1z0sfkyZ1z135qsZ1z18u9y,2026-09-23,,,false
"Laminate flooring, builder grade",finishes,sq_ft,0.99,material,https://www.homedepot.com/b/Flooring-Laminate-Flooring-Laminate-Wood-Flooring/N-5yc1vZbejk,2026-09-23,TrafficMaster. Case $23.92.,,false
"Laminate flooring, mid grade",finishes,sq_ft,1.99,material,https://www.homedepot.com/b/Flooring-Laminate-Flooring-Laminate-Wood-Flooring/N-5yc1vZbejk,2026-09-23,Home Decorators Collection. Case $31.64.,,false
"Laminate flooring, upgrade grade",finishes,sq_ft,2.69,material,https://www.homedepot.com/b/Flooring-Laminate-Flooring-Laminate-Wood-Flooring/N-5yc1vZbejk,2026-09-23,Pergo Outlast+. Case $52.80.,,false
"Porcelain floor tile 12x24, builder grade",finishes,sq_ft,1.47,material,https://www.homedepot.com/b/Flooring-Tile-Porcelain-Tile/Floor/N-5yc1vZb97mZ1z1u52m,2026-09-23,Daltile Rorington. Case $25.85.,,false
"Porcelain floor tile 24x48, marble look",finishes,sq_ft,1.97,material,https://www.homedepot.com/b/Flooring-Tile-Porcelain-Tile/Floor/N-5yc1vZb97mZ1z1u52m,2026-09-23,Home Decorators Collection. Case $31.52.,,false
"Porcelain floor tile 9x47, wood look, upgrade grade",finishes,sq_ft,2.97,material,https://www.homedepot.com/b/Flooring-Tile-Porcelain-Tile/Floor/N-5yc1vZb97mZ1z1u52m,2026-09-23,MSI. Case $34.88.,,false
"Unmodified thinset, CustomBlend gray, 50 lb",finishes,bag,6.97,material,https://www.homedepot.com/b/Flooring-Flooring-Supplies-Tile-Setting-Tile-Mortar/Thin-set-mortar/N-5yc1vZcduxZ1z0mhi0,2026-09-23,,,false
"Unsanded grout, Polyblend Plus, 10 lb",finishes,bag,13.98,material,https://www.homedepot.com/b/Flooring-Flooring-Supplies-Tile-Setting-Grout/Custom-Building-Products/Unsanded/N-5yc1vZcdtxZefZ1z0mhi5,2026-09-23,Price is colour dependent: $13.98 to $18.48 across colours. Low end recorded.,,false
"Unsanded grout, Polyblend Plus, 1 lb",finishes,bag,7.97,material,https://www.homedepot.com/b/Flooring-Flooring-Supplies-Tile-Setting-Grout/Custom-Building-Products/Unsanded/N-5yc1vZcdtxZefZ1z0mhi5,2026-09-23,,,false
"Bifold closet door 30 in. x 80 in., 6-panel",finishes,each,112.00,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Closet-Doors-Bifold-Doors/N-5yc1vZc5ik,2026-09-23,JELD-WEN. Was $155.88 - promotional at time of check.,,false
"Bifold closet door 32 in. x 80 in., 6-panel",finishes,each,103.17,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Closet-Doors-Bifold-Doors/N-5yc1vZc5ik,2026-09-23,Masonite. Was $148.65 - promotional at time of check.,,false
"Bifold closet door 36 in. x 80 in., flush hardboard",finishes,each,122.00,material,https://www.homedepot.com/b/Doors-Windows-Interior-Doors-Closet-Doors-Bifold-Doors/N-5yc1vZc5ik,2026-09-23,Masonite.,,false
